17:16:35.758881 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [S.], seq 1781188362, ack 3938161820, win 65535, options [mss 1460,sackOK,TS val 3280156 ecr 3060063,nop,wscale 6,mptcp capable csum {0x5d07cc395fa8dd93}], length 0
17:16:35.779537 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [S.], seq 1781188362, ack 3938161820, win 65535, options [mss 1460,sackOK,TS val 3280156 ecr 3060063,nop,wscale 6,mptcp capable csum {0x5d07cc395fa8dd93}], length 0
17:16:35.782843 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [S.], seq 1781188362, ack 3938161820, win 65535, options [mss 1460,sackOK,TS val 3280156 ecr 3060063,nop,wscale 6,mptcp capable csum {0x5d07cc395fa8dd93}], length 0
17:16:35.788261 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], ack 1, win 1339, options [nop,nop,TS val 3280187 ecr 3060180,mptcp add-addr id 3 112.26.1.1,mptcp dss ack 4086075562], length 0
17:17:45.097676 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 892501:893929, ack 1, win 4017, options [nop,nop,TS val 3349103 ecr 3128393,mptcp dss ack 4086075562 seq 1490356628 subseq 892501 len 1428 csum 0xcef2], length 1428
17:17:45.099840 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 893929:895357, ack 1, win 4017, options [nop,nop,TS val 3349103 ecr 3128393,mptcp dss ack 4086075562 seq 1490365196 subseq 893929 len 1428 csum 0x46a1], length 1428
17:17:45.100056 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 893929:895357, ack 1, win 4017, options [nop,nop,TS val 3349103 ecr 3128393,mptcp dss ack 4086075562 seq 1490365196 subseq 893929 len 1428 csum 0x46a1], length 1428
17:17:45.122414 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 895357:896785, ack 1, win 4017, options [nop,nop,TS val 3349103 ecr 3128393,mptcp dss ack 4086075562 seq 1490366624 subseq 895357 len 1428 csum 0xb3ac], length 1428
17:17:45.122616 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 895357:896785, ack 1, win 4017, options [nop,nop,TS val 3349103 ecr 3128393,mptcp dss ack 4086075562 seq 1490366624 subseq 895357 len 1428 csum 0xb3ac], length 1428
17:17:45.186556 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 893929:895357, ack 1, win 4017, options [nop,nop,TS val 3349103 ecr 3128393,mptcp dss ack 4086075562 seq 1490365196 subseq 893929 len 1428 csum 0x46a1], length 1428
17:17:45.207490 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 184213:185641, ack 1, win 4017, options [nop,nop,TS val 3349112 ecr 3128880,mptcp dss ack 4086075562 seq 1490537984 subseq 184213 len 1428 csum 0x2173], length 1428
17:17:45.221151 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 895357:896785, ack 1, win 4017, options [nop,nop,TS val 3349103 ecr 3128393,mptcp dss ack 4086075562 seq 1490366624 subseq 895357 len 1428 csum 0xb3ac], length 1428
17:17:45.232654 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 339677:341105, ack 1, win 4017, options [nop,nop,TS val 3349421 ecr 3128878,mptcp dss ack 4086075562 seq 1490542268 subseq 339677 len 1428 csum 0xe47f], length 1428
17:17:45.298648 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 896785:898213, ack 1, win 4017, options [nop,nop,TS val 3349604 ecr 3128880,mptcp dss ack 4086075562 seq 1490543696 subseq 896785 len 1428 csum 0x62fa], length 1428
17:17:45.298826 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 896785:898213, ack 1, win 4017, options [nop,nop,TS val 3349604 ecr 3128880,mptcp dss ack 4086075562 seq 1490543696 subseq 896785 len 1428 csum 0x62fa], length 1428
17:17:45.305128 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 896785:898213, ack 1, win 4017, options [nop,nop,TS val 3349604 ecr 3128880,mptcp dss ack 4086075562 seq 1490543696 subseq 896785 len 1428 csum 0x62fa], length 1428
17:17:45.315993 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 898213:899641, ack 1, win 4017, options [nop,nop,TS val 3349604 ecr 3128880,mptcp dss ack 4086075562 seq 1490545124 subseq 898213 len 1428 csum 0x611e], length 1428
17:17:45.316182 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 898213:899641, ack 1, win 4017, options [nop,nop,TS val 3349604 ecr 3128880,mptcp dss ack 4086075562 seq 1490545124 subseq 898213 len 1428 csum 0x611e], length 1428
17:17:45.387342 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 899641:901069, ack 1, win 4017, options [nop,nop,TS val 3349604 ecr 3128880,mptcp dss ack 4086075562 seq 1490546552 subseq 899641 len 1428 csum 0x87bb], length 1428
17:17:45.387611 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 899641:901069, ack 1, win 4017, options [nop,nop,TS val 3349604 ecr 3128880,mptcp dss ack 4086075562 seq 1490546552 subseq 899641 len 1428 csum 0x87bb], length 1428
17:17:45.405784 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 177073, win 24527, options [nop,nop,TS val 3129368 ecr 3348413,mptcp dss ack 1490355200], length 0
17:17:45.413659 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 898213:899641, ack 1, win 4017, options [nop,nop,TS val 3349604 ecr 3128880,mptcp dss ack 4086075562 seq 1490545124 subseq 898213 len 1428 csum 0x611e], length 1428
17:17:45.421128 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 901069:902497, ack 1, win 4017, options [nop,nop,TS val 3349604 ecr 3128880,mptcp dss ack 4086075562 seq 1490547980 subseq 901069 len 1428 csum 0xecc7], length 1428
17:17:45.421346 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 901069:902497, ack 1, win 4017, options [nop,nop,TS val 3349604 ecr 3128880,mptcp dss ack 4086075562 seq 1490547980 subseq 901069 len 1428 csum 0xecc7], length 1428
17:17:45.439077 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 899641:901069, ack 1, win 4017, options [nop,nop,TS val 3349604 ecr 3128880,mptcp dss ack 4086075562 seq 1490546552 subseq 899641 len 1428 csum 0x87bb], length 1428
17:17:45.489701 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 341105:342533, ack 1, win 4017, options [nop,nop,TS val 3349795 ecr 3129213,mptcp dss ack 4086075562 seq 1490549408 subseq 341105 len 1428 csum 0x7392], length 1428
17:17:45.503826 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 179929, win 24372, options [nop,nop,TS val 3129496 ecr 3348603,mptcp dss ack 1490365196], length 0
17:17:45.516975 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 901069:902497, ack 1, win 4017, options [nop,nop,TS val 3349604 ecr 3128880,mptcp dss ack 4086075562 seq 1490547980 subseq 901069 len 1428 csum 0xecc7], length 1428
17:17:45.523292 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 342533:343961, ack 1, win 4017, options [nop,nop,TS val 3349795 ecr 3129213,mptcp dss ack 4086075562 seq 1490550836 subseq 342533 len 1428 csum 0x5644], length 1428
17:17:45.596741 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 188497:189925, ack 1, win 4017, options [nop,nop,TS val 3349805 ecr 3129368,mptcp dss ack 4086075562 seq 1490552264 subseq 188497 len 1428 csum 0x907a], length 1428
17:17:45.685192 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [P.], seq 189925:191353, ack 1, win 4017, options [nop,nop,TS val 3349805 ecr 3129368,mptcp dss ack 4086075562 seq 1490553692 subseq 189925 len 1428 csum 0x20], length 1428
17:17:45.698076 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 191353:192781, ack 1, win 4017, options [nop,nop,TS val 3349805 ecr 3129368,mptcp dss ack 4086075562 seq 1490555120 subseq 191353 len 1428 csum 0x5aa9], length 1428
17:17:45.712278 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 343961:345389, ack 1, win 4017, options [nop,nop,TS val 3349898 ecr 3129289,mptcp dss ack 4086075562 seq 1490556548 subseq 343961 len 1428 csum 0xe2cd], length 1428
17:17:45.794988 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [P.], seq 192781:194209, ack 1, win 4017, options [nop,nop,TS val 3349903 ecr 3129496,mptcp dss ack 4086075562 seq 1490557976 subseq 192781 len 1428 csum 0x538c], length 1428
17:17:45.804844 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 194209:195637, ack 1, win 4017, options [nop,nop,TS val 3349903 ecr 3129496,mptcp dss ack 4086075562 seq 1490559404 subseq 194209 len 1428 csum 0x3a85], length 1428
17:17:45.892049 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 902497:903925, ack 1, win 4017, options [nop,nop,TS val 3350012 ecr 3129406,mptcp dss ack 4086075562 seq 1490560832 subseq 902497 len 1428 csum 0xa8ff], length 1428
17:17:45.892370 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 902497:903925, ack 1, win 4017, options [nop,nop,TS val 3350012 ecr 3129406,mptcp dss ack 4086075562 seq 1490560832 subseq 902497 len 1428 csum 0xa8ff], length 1428
17:17:45.901709 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 902497:903925, ack 1, win 4017, options [nop,nop,TS val 3350012 ecr 3129406,mptcp dss ack 4086075562 seq 1490560832 subseq 902497 len 1428 csum 0xa8ff], length 1428
17:17:45.920332 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 903925:905353, ack 1, win 4017, options [nop,nop,TS val 3350012 ecr 3129406,mptcp dss ack 4086075562 seq 1490562260 subseq 903925 len 1428 csum 0x26b5], length 1428
17:17:45.920572 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 903925:905353, ack 1, win 4017, options [nop,nop,TS val 3350012 ecr 3129406,mptcp dss ack 4086075562 seq 1490562260 subseq 903925 len 1428 csum 0x26b5], length 1428
17:17:45.926439 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 903925:905353, ack 1, win 4017, options [nop,nop,TS val 3350012 ecr 3129406,mptcp dss ack 4086075562 seq 1490562260 subseq 903925 len 1428 csum 0x26b5], length 1428
17:17:46.004889 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 905353:906781, ack 1, win 4017, options [nop,nop,TS val 3350012 ecr 3129406,mptcp dss ack 4086075562 seq 1490563688 subseq 905353 len 1428 csum 0xf8ff], length 1428
17:17:46.005106 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 905353:906781, ack 1, win 4017, options [nop,nop,TS val 3350012 ecr 3129406,mptcp dss ack 4086075562 seq 1490563688 subseq 905353 len 1428 csum 0xf8ff], length 1428
17:17:46.028482 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 906781:908209, ack 1, win 4017, options [nop,nop,TS val 3350012 ecr 3129406,mptcp dss ack 4086075562 seq 1490565116 subseq 906781 len 1428 csum 0x9209], length 1428
17:17:46.028700 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 906781:908209, ack 1, win 4017, options [nop,nop,TS val 3350012 ecr 3129406,mptcp dss ack 4086075562 seq 1490565116 subseq 906781 len 1428 csum 0x9209], length 1428
17:17:46.100401 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 905353:906781, ack 1, win 4017, options [nop,nop,TS val 3350012 ecr 3129406,mptcp dss ack 4086075562 seq 1490563688 subseq 905353 len 1428 csum 0xf8ff], length 1428
17:17:46.108224 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 908209:909637, ack 1, win 4017, options [nop,nop,TS val 3350299 ecr 3129585,mptcp dss ack 4086075562 seq 1490566544 subseq 908209 len 1428 csum 0x38cb], length 1428
17:17:46.108449 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 908209:909637, ack 1, win 4017, options [nop,nop,TS val 3350299 ecr 3129585,mptcp dss ack 4086075562 seq 1490566544 subseq 908209 len 1428 csum 0x38cb], length 1428
17:17:46.192701 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 909637:911065, ack 1, win 4017, options [nop,nop,TS val 3350299 ecr 3129585,mptcp dss ack 4086075562 seq 1490567972 subseq 909637 len 1428 csum 0xfd58], length 1428
17:17:46.192950 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 909637:911065, ack 1, win 4017, options [nop,nop,TS val 3350299 ecr 3129585,mptcp dss ack 4086075562 seq 1490567972 subseq 909637 len 1428 csum 0xfd58], length 1428
17:17:46.197012 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 906781:908209, ack 1, win 4017, options [nop,nop,TS val 3350012 ecr 3129406,mptcp dss ack 4086075562 seq 1490565116 subseq 906781 len 1428 csum 0x9209], length 1428
17:17:46.202311 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 182785, win 24494, options [nop,nop,TS val 3130102 ecr 3348793,mptcp dss ack 1490536556], length 0
17:17:46.222379 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 911065:912493, ack 1, win 4017, options [nop,nop,TS val 3350299 ecr 3129585,mptcp dss ack 4086075562 seq 1490569400 subseq 911065 len 1428 csum 0x3afd], length 1428
17:17:46.222606 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 911065:912493, ack 1, win 4017, options [nop,nop,TS val 3350299 ecr 3129585,mptcp dss ack 4086075562 seq 1490569400 subseq 911065 len 1428 csum 0x3afd], length 1428
17:17:46.231005 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 908209:909637, ack 1, win 4017, options [nop,nop,TS val 3350299 ecr 3129585,mptcp dss ack 4086075562 seq 1490566544 subseq 908209 len 1428 csum 0x38cb], length 1428
17:17:46.297789 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 909637:911065, ack 1, win 4017, options [nop,nop,TS val 3350299 ecr 3129585,mptcp dss ack 4086075562 seq 1490567972 subseq 909637 len 1428 csum 0xfd58], length 1428
17:17:46.300426 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 345389:346817, ack 1, win 4017, options [nop,nop,TS val 3350419 ecr 3129607,mptcp dss ack 4086075562 seq 1490570828 subseq 345389 len 1428 csum 0x99d2], length 1428
17:17:46.327519 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 911065:912493, ack 1, win 4017, options [nop,nop,TS val 3350299 ecr 3129585,mptcp dss ack 4086075562 seq 1490569400 subseq 911065 len 1428 csum 0x3afd], length 1428
17:17:46.330893 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 346817:348245, ack 1, win 4017, options [nop,nop,TS val 3350419 ecr 3129607,mptcp dss ack 4086075562 seq 1490572256 subseq 346817 len 1428 csum 0x7c90], length 1428
17:17:46.413674 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 195637:197065, ack 1, win 4017, options [nop,nop,TS val 3350602 ecr 3130102,mptcp dss ack 4086075562 seq 1490573684 subseq 195637 len 1428 csum 0x1612], length 1428
17:17:46.430565 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 197065:198493, ack 1, win 4017, options [nop,nop,TS val 3350602 ecr 3130102,mptcp dss ack 4086075562 seq 1490575112 subseq 197065 len 1428 csum 0xb963], length 1428
17:17:46.512752 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 198493:199921, ack 1, win 4017, options [nop,nop,TS val 3350602 ecr 3130102,mptcp dss ack 4086075562 seq 1490576540 subseq 198493 len 1428 csum 0x59ac], length 1428
17:17:46.531229 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 912493:913921, ack 1, win 4017, options [nop,nop,TS val 3350643 ecr 3129702,mptcp dss ack 4086075562 seq 1490577968 subseq 912493 len 1428 csum 0xbeb5], length 1428
17:17:46.531468 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 912493:913921, ack 1, win 4017, options [nop,nop,TS val 3350643 ecr 3129702,mptcp dss ack 4086075562 seq 1490577968 subseq 912493 len 1428 csum 0xbeb5], length 1428
17:17:46.603043 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 912493:913921, ack 1, win 4017, options [nop,nop,TS val 3350643 ecr 3129702,mptcp dss ack 4086075562 seq 1490577968 subseq 912493 len 1428 csum 0xbeb5], length 1428
17:17:46.618882 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 913921:915349, ack 1, win 4017, options [nop,nop,TS val 3350643 ecr 3129702,mptcp dss ack 4086075562 seq 1490579396 subseq 913921 len 1428 csum 0x8743], length 1428
17:17:46.619105 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 913921:915349, ack 1, win 4017, options [nop,nop,TS val 3350643 ecr 3129702,mptcp dss ack 4086075562 seq 1490579396 subseq 913921 len 1428 csum 0x8743], length 1428
17:17:46.694285 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 913921:915349, ack 1, win 4017, options [nop,nop,TS val 3350643 ecr 3129702,mptcp dss ack 4086075562 seq 1490579396 subseq 913921 len 1428 csum 0x8743], length 1428
17:17:46.701687 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 915349:916777, ack 1, win 4017, options [nop,nop,TS val 3350643 ecr 3129702,mptcp dss ack 4086075562 seq 1490580824 subseq 915349 len 1428 csum 0x423e], length 1428
17:17:46.701901 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 915349:916777, ack 1, win 4017, options [nop,nop,TS val 3350643 ecr 3129702,mptcp dss ack 4086075562 seq 1490580824 subseq 915349 len 1428 csum 0x423e], length 1428
17:17:46.721820 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 916777:918205, ack 1, win 4017, options [nop,nop,TS val 3350800 ecr 3129919,mptcp dss ack 4086075562 seq 1490582252 subseq 916777 len 1428 csum 0xb71d], length 1428
17:17:46.722040 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 916777:918205, ack 1, win 4017, options [nop,nop,TS val 3350800 ecr 3129919,mptcp dss ack 4086075562 seq 1490582252 subseq 916777 len 1428 csum 0xb71d], length 1428
17:17:46.729890 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 185641, win 24460, options [nop,nop,TS val 3130706 ecr 3348912,nop,nop,sack 1 {188497:189925},mptcp dss ack 1490539412], length 0
17:17:46.737318 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 915349:916777, ack 1, win 4017, options [nop,nop,TS val 3350643 ecr 3129702,mptcp dss ack 4086075562 seq 1490580824 subseq 915349 len 1428 csum 0x423e], length 1428
17:17:46.815065 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 918205:919633, ack 1, win 4017, options [nop,nop,TS val 3350800 ecr 3129919,mptcp dss ack 4086075562 seq 1490583680 subseq 918205 len 1428 csum 0x487c], length 1428
17:17:46.815301 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 918205:919633, ack 1, win 4017, options [nop,nop,TS val 3350800 ecr 3129919,mptcp dss ack 4086075562 seq 1490583680 subseq 918205 len 1428 csum 0x487c], length 1428
17:17:46.838484 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 919633:921061, ack 1, win 4017, options [nop,nop,TS val 3350800 ecr 3129919,mptcp dss ack 4086075562 seq 1490585108 subseq 919633 len 1428 csum 0xc937], length 1428
17:17:46.838704 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 919633:921061, ack 1, win 4017, options [nop,nop,TS val 3350800 ecr 3129919,mptcp dss ack 4086075562 seq 1490585108 subseq 919633 len 1428 csum 0xc937], length 1428
17:17:46.909074 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 916777:918205, ack 1, win 4017, options [nop,nop,TS val 3350800 ecr 3129919,mptcp dss ack 4086075562 seq 1490582252 subseq 916777 len 1428 csum 0xb71d], length 1428
17:17:46.909879 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 185641, win 24460, options [nop,nop,TS val 3130788 ecr 3348912,nop,nop,sack 1 {188497:191353},mptcp dss ack 1490539412], length 0
17:17:46.926083 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 346817:348245, ack 1, win 4017, options [nop,nop,TS val 3350976 ecr 3129607,mptcp dss ack 4086075562 seq 1490572256 subseq 346817 len 1428 csum 0x7c90], length 1428
17:17:46.943445 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 918205:919633, ack 1, win 4017, options [nop,nop,TS val 3350800 ecr 3129919,mptcp dss ack 4086075562 seq 1490583680 subseq 918205 len 1428 csum 0x487c], length 1428
17:17:46.998759 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 921061:922489, ack 1, win 4017, options [nop,nop,TS val 3351013 ecr 3130325,mptcp dss ack 4086075562 seq 1490586536 subseq 921061 len 1428 csum 0xa8c3], length 1428
17:17:46.999014 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 921061:922489, ack 1, win 4017, options [nop,nop,TS val 3351013 ecr 3130325,mptcp dss ack 4086075562 seq 1490586536 subseq 921061 len 1428 csum 0xa8c3], length 1428
17:17:47.023894 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 922489:923917, ack 1, win 4017, options [nop,nop,TS val 3351013 ecr 3130325,mptcp dss ack 4086075562 seq 1490587964 subseq 922489 len 1428 csum 0x8c4b], length 1428
17:17:47.024118 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 922489:923917, ack 1, win 4017, options [nop,nop,TS val 3351013 ecr 3130325,mptcp dss ack 4086075562 seq 1490587964 subseq 922489 len 1428 csum 0x8c4b], length 1428
17:17:47.030323 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 185641, win 24460, options [nop,nop,TS val 3130927 ecr 3348912,nop,nop,sack 1 {188497:192781},mptcp dss ack 1490539412], length 0
17:17:47.033787 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 919633:921061, ack 1, win 4017, options [nop,nop,TS val 3350800 ecr 3129919,mptcp dss ack 4086075562 seq 1490585108 subseq 919633 len 1428 csum 0xc937], length 1428
17:17:47.049682 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 921061:922489, ack 1, win 4017, options [nop,nop,TS val 3351013 ecr 3130325,mptcp dss ack 4086075562 seq 1490586536 subseq 921061 len 1428 csum 0xa8c3], length 1428
17:17:47.101999 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 199921:201349, ack 1, win 4017, options [nop,nop,TS val 3351129 ecr 3130706,mptcp dss ack 4086075562 seq 1490589392 subseq 199921 len 1428 csum 0x704d], length 1428
17:17:47.110684 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 185641, win 24460, options [nop,nop,TS val 3131023 ecr 3348912,nop,nop,sack 1 {188497:194209},mptcp dss ack 1490539412], length 0
17:17:47.123257 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 922489:923917, ack 1, win 4017, options [nop,nop,TS val 3351013 ecr 3130325,mptcp dss ack 4086075562 seq 1490587964 subseq 922489 len 1428 csum 0x8c4b], length 1428
17:17:47.133716 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 201349:202777, ack 1, win 4017, options [nop,nop,TS val 3351129 ecr 3130706,mptcp dss ack 4086075562 seq 1490590820 subseq 201349 len 1428 csum 0xf495], length 1428
17:17:47.212716 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 202777:204205, ack 1, win 4017, options [nop,nop,TS val 3351129 ecr 3130706,mptcp dss ack 4086075562 seq 1490592248 subseq 202777 len 1428 csum 0xfcf3], length 1428
17:17:47.296733 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 348245:349673, ack 1, win 4017, options [nop,nop,TS val 3351219 ecr 3130436,mptcp dss ack 4086075562 seq 1490595104 subseq 348245 len 1428 csum 0xb53b], length 1428
