20:39:27.394094 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [S], seq 2263806240, win 65535, options [mss 1460,sackOK,TS val 783148 ecr 0,nop,wscale 6,mptcp join id 3 token 0xbaf08251 nonce 0x994c8d18], length 0
20:39:27.447362 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [S], seq 2263806240, win 65535, options [mss 1460,sackOK,TS val 783148 ecr 0,nop,wscale 6,mptcp join id 3 token 0xbaf08251 nonce 0x994c8d18], length 0
20:39:27.725070 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2869940821, win 7300, options [nop,nop,TS val 783491 ecr 1004073,mptcp join hmac 0xa3da383c27000032e8efc1c8d500fb8ad0766c38], length 0
20:39:27.782699 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1, win 7300, options [nop,nop,TS val 783491 ecr 1004073,mptcp join hmac 0xa3da383c27000032e8efc1c8d500fb8ad0766c38], length 0
20:39:27.880074 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1, win 7300, options [nop,nop,TS val 783491 ecr 1004073,mptcp join hmac 0xa3da383c27000032e8efc1c8d500fb8ad0766c38], length 0
20:39:28.098322 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1429, win 7529, options [nop,nop,TS val 783874 ecr 1004416,mptcp dss ack 1969125454], length 0
20:39:28.098743 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1429, win 7529, options [nop,nop,TS val 783874 ecr 1004416,mptcp dss ack 1969125454], length 0
20:39:28.160645 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1429, win 7529, options [nop,nop,TS val 783874 ecr 1004416,mptcp dss ack 1969125454], length 0
20:39:28.246514 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2857, win 7711, options [nop,nop,TS val 784023 ecr 1004416,mptcp dss ack 1969126882], length 0
20:39:28.246886 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2857, win 7711, options [nop,nop,TS val 784023 ecr 1004416,mptcp dss ack 1969126882], length 0
20:39:28.295929 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2857, win 7711, options [nop,nop,TS val 784023 ecr 1004416,mptcp dss ack 1969126882], length 0
20:39:28.393101 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 4285, win 7848, options [nop,nop,TS val 784156 ecr 1004416,mptcp dss ack 1969134022], length 0
20:39:28.393429 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 4285, win 7848, options [nop,nop,TS val 784156 ecr 1004416,mptcp dss ack 1969134022], length 0
20:39:28.407236 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 4285, win 7848, options [nop,nop,TS val 784156 ecr 1004416,mptcp dss ack 1969134022], length 0
20:39:28.628838 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 5713, win 8076, options [nop,nop,TS val 784404 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.629195 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 5713, win 8076, options [nop,nop,TS val 784404 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.704360 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 5713, win 8076, options [nop,nop,TS val 784404 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.755620 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 7141, win 8167, options [nop,nop,TS val 784529 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.755926 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 7141, win 8167, options [nop,nop,TS val 784529 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.824533 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 7141, win 8167, options [nop,nop,TS val 784529 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.915682 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 8569, win 8395, options [nop,nop,TS val 784690 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:28.916004 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 8569, win 8395, options [nop,nop,TS val 784690 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.042105 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 9997, win 8578, options [nop,nop,TS val 784817 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.042490 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 9997, win 8578, options [nop,nop,TS val 784817 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.234980 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 11425, win 8760, options [nop,nop,TS val 785010 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.235268 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 11425, win 8760, options [nop,nop,TS val 785010 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.369628 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 12853, win 8897, options [nop,nop,TS val 785145 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.369941 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 12853, win 8897, options [nop,nop,TS val 785145 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.495350 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 12853, win 9080, options [nop,nop,TS val 785271 ecr 1004417,nop,nop,sack 1 {14281:15709},mptcp dss ack 1969139734], length 0
20:40:11.944112 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 478381:479809, ack 0, win 4017, options [nop,nop,TS val 1048005 ecr 827082,mptcp dss ack 4241485850 seq 1970886178 subseq 478381 len 1428 csum 0x7d89], length 1428
20:40:11.969605 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 827745 ecr 1046463,nop,nop,sack 2 {446965:472669}{476953:478381},mptcp dss ack 1970781934], length 0
20:40:11.969827 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 827745 ecr 1046463,nop,nop,sack 2 {446965:472669}{476953:478381},mptcp dss ack 1970781934], length 0
20:40:12.027809 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 827318 ecr 1046463,nop,nop,sack 1 {446965:469813},mptcp dss ack 1970781934], length 0
20:40:12.113279 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 827889 ecr 1046463,nop,nop,sack 2 {446965:474097}{476953:478381},mptcp dss ack 1970781934], length 0
20:40:12.113538 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 827889 ecr 1046463,nop,nop,sack 2 {446965:474097}{476953:478381},mptcp dss ack 1970781934], length 0
20:40:12.158806 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 479809:481237, ack 0, win 4017, options [nop,nop,TS val 1048063 ecr 827216,mptcp dss ack 4241485850 seq 1970887606 subseq 479809 len 1428 csum 0xba74], length 1428
20:40:12.213798 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 827973 ecr 1046463,nop,nop,sack 2 {476953:479809}{446965:474097},mptcp dss ack 1970781934], length 0
20:40:12.214018 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 827973 ecr 1046463,nop,nop,sack 2 {476953:479809}{446965:474097},mptcp dss ack 1970781934], length 0
20:40:12.299184 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 828075 ecr 1046463,nop,nop,sack 2 {446965:475525}{476953:479809},mptcp dss ack 1970781934], length 0
20:40:12.299420 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 828075 ecr 1046463,nop,nop,sack 2 {446965:475525}{476953:479809},mptcp dss ack 1970781934], length 0
20:40:12.319819 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 827468 ecr 1046463,nop,nop,sack 1 {446965:471241},mptcp dss ack 1970781934], length 0
20:40:12.387376 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 828145 ecr 1046463,nop,nop,sack 2 {476953:481237}{446965:475525},mptcp dss ack 1970781934], length 0
20:40:12.387582 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 828145 ecr 1046463,nop,nop,sack 2 {476953:481237}{446965:475525},mptcp dss ack 1970781934], length 0
20:40:12.397761 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 827630 ecr 1046463,nop,nop,sack 2 {476953:478381}{446965:471241},mptcp dss ack 1970781934], length 0
20:40:12.483108 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 827745 ecr 1046463,nop,nop,sack 2 {446965:472669}{476953:478381},mptcp dss ack 1970781934], length 0
20:40:12.488449 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 23805, options [nop,nop,TS val 828231 ecr 1047705,nop,nop,sack 1 {476953:481237},mptcp dss ack 1970816206], length 0
20:40:12.488670 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 23805, options [nop,nop,TS val 828231 ecr 1047705,nop,nop,sack 1 {476953:481237},mptcp dss ack 1970816206], length 0
20:40:12.558121 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 481237:482665, ack 0, win 4017, options [nop,nop,TS val 1048592 ecr 827318,mptcp dss ack 4241485850 seq 1970911882 subseq 481237 len 1428 csum 0xbe3e], length 1428
20:40:12.563785 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 24182, options [nop,nop,TS val 828338 ecr 1047705,nop,nop,sack 1 {476953:482665},mptcp dss ack 1970816206], length 0
20:40:12.563994 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 24182, options [nop,nop,TS val 828338 ecr 1047705,nop,nop,sack 1 {476953:482665},mptcp dss ack 1970816206], length 0
20:40:12.650232 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 827889 ecr 1046463,nop,nop,sack 2 {446965:474097}{476953:478381},mptcp dss ack 1970781934], length 0
20:40:12.707022 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 827973 ecr 1046463,nop,nop,sack 2 {476953:479809}{446965:474097},mptcp dss ack 1970781934], length 0
20:40:12.794698 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 482665:484093, ack 0, win 4017, options [nop,nop,TS val 1048882 ecr 827468,mptcp dss ack 4241485850 seq 1970921878 subseq 482665 len 1428 csum 0x514], length 1428
20:40:12.806698 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 24182, options [nop,nop,TS val 828576 ecr 1047705,nop,nop,sack 1 {476953:484093},mptcp dss ack 1970816206], length 0
20:40:12.806937 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 24182, options [nop,nop,TS val 828576 ecr 1047705,nop,nop,sack 1 {476953:484093},mptcp dss ack 1970816206], length 0
20:40:12.890207 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 828075 ecr 1046463,nop,nop,sack 2 {446965:475525}{476953:479809},mptcp dss ack 1970781934], length 0
20:40:12.924325 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 445537, win 24236, options [nop,nop,TS val 828145 ecr 1046463,nop,nop,sack 2 {476953:481237}{446965:475525},mptcp dss ack 1970781934], length 0
20:40:13.017255 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 445537:446965, ack 0, win 4017, options [nop,nop,TS val 1048929 ecr 827630,mptcp dss ack 4241485850 seq 1970781934 subseq 445537 len 1428 csum 0x1c0d], length 1428
20:40:13.028301 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 24182, options [nop,nop,TS val 828799 ecr 1047705,nop,nop,sack 2 {445537:446965}{476953:484093},mptcp dss ack 1970816206], length 0
20:40:13.028557 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 24182, options [nop,nop,TS val 828799 ecr 1047705,nop,nop,sack 2 {445537:446965}{476953:484093},mptcp dss ack 1970816206], length 0
20:40:13.131264 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 23805, options [nop,nop,TS val 828231 ecr 1047705,nop,nop,sack 1 {476953:481237},mptcp dss ack 1970816206], length 0
20:40:13.194329 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 472669:474097, ack 0, win 4017, options [nop,nop,TS val 1049018 ecr 827745,mptcp dss ack 4241485850 seq 1970861902 subseq 472669 len 1428 csum 0x546f], length 1428
20:40:13.199375 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 24368, options [nop,nop,TS val 828974 ecr 1047705,nop,nop,sack 2 {472669:474097}{476953:484093},mptcp dss ack 1970853334], length 0
20:40:13.199622 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 24368, options [nop,nop,TS val 828974 ecr 1047705,nop,nop,sack 2 {472669:474097}{476953:484093},mptcp dss ack 1970853334], length 0
20:40:13.284836 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 24182, options [nop,nop,TS val 828338 ecr 1047705,nop,nop,sack 1 {476953:482665},mptcp dss ack 1970816206], length 0
20:40:13.335756 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 474097:475525, ack 0, win 4017, options [nop,nop,TS val 1049185 ecr 827889,mptcp dss ack 4241485850 seq 1970869042 subseq 474097 len 1428 csum 0xc0e2], length 1428
20:40:13.339831 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 24368, options [nop,nop,TS val 829116 ecr 1049185,nop,nop,sack 2 {474097:475525}{476953:484093},mptcp dss ack 1970853334], length 0
20:40:13.340113 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 24368, options [nop,nop,TS val 829116 ecr 1049185,nop,nop,sack 2 {474097:475525}{476953:484093},mptcp dss ack 1970853334], length 0
20:40:13.435797 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 475525:476953, ack 0, win 4017, options [nop,nop,TS val 1049242 ecr 827973,mptcp dss ack 4241485850 seq 1970870470 subseq 475525 len 1428 csum 0x6926], length 1428
20:40:13.448160 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 484093, win 24368, options [nop,nop,TS val 829217 ecr 1049242,mptcp dss ack 1970853334], length 0
20:40:13.448379 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 484093, win 24368, options [nop,nop,TS val 829217 ecr 1049242,mptcp dss ack 1970853334], length 0
20:40:13.513365 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 24182, options [nop,nop,TS val 828576 ecr 1047705,nop,nop,sack 1 {476953:484093},mptcp dss ack 1970816206], length 0
20:40:13.592218 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 484093:485521, ack 0, win 4017, options [nop,nop,TS val 1049459 ecr 828075,mptcp dss ack 4241485850 seq 1970941870 subseq 484093 len 1428 csum 0xf143], length 1428
20:40:13.595866 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 485521, win 24368, options [nop,nop,TS val 829372 ecr 1049459,mptcp dss ack 1970853334], length 0
20:40:13.596137 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 485521, win 24368, options [nop,nop,TS val 829372 ecr 1049459,mptcp dss ack 1970853334], length 0
20:40:13.666820 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 485521:486949, ack 0, win 4017, options [nop,nop,TS val 1049461 ecr 828145,mptcp dss ack 4241485850 seq 1970943298 subseq 485521 len 1428 csum 0x29db], length 1428
20:40:13.679832 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 486949, win 24368, options [nop,nop,TS val 829451 ecr 1049461,mptcp dss ack 1970853334], length 0
20:40:13.680099 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 486949, win 24368, options [nop,nop,TS val 829451 ecr 1049461,mptcp dss ack 1970853334], length 0
20:40:13.746256 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 24182, options [nop,nop,TS val 828799 ecr 1047705,nop,nop,sack 2 {445537:446965}{476953:484093},mptcp dss ack 1970816206], length 0
20:40:13.791040 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 486949:488377, ack 0, win 4017, options [nop,nop,TS val 1049666 ecr 828231,mptcp dss ack 4241485850 seq 1970949010 subseq 486949 len 1428 csum 0xe2bb], length 1428
20:40:13.796788 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 488377, win 24368, options [nop,nop,TS val 829570 ecr 1049666,mptcp dss ack 1970853334], length 0
20:40:13.797036 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 488377, win 24368, options [nop,nop,TS val 829570 ecr 1049666,mptcp dss ack 1970853334], length 0
20:40:13.855863 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 488377:489805, ack 0, win 4017, options [nop,nop,TS val 1049666 ecr 828231,mptcp dss ack 4241485850 seq 1970950438 subseq 488377 len 1428 csum 0x2863], length 1428
20:40:13.913746 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 489805, win 24368, options [nop,nop,TS val 829685 ecr 1049666,mptcp dss ack 1970853334], length 0
20:40:13.914017 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 489805, win 24368, options [nop,nop,TS val 829685 ecr 1049666,mptcp dss ack 1970853334], length 0
20:40:13.974160 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 475525, win 24368, options [nop,nop,TS val 828974 ecr 1047705,nop,nop,sack 2 {472669:474097}{476953:484093},mptcp dss ack 1970853334], length 0
20:40:14.057192 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 489805:491233, ack 0, win 4017, options [nop,nop,TS val 1049822 ecr 828338,mptcp dss ack 4241485850 seq 1970954722 subseq 489805 len 1428 csum 0xeebf], length 1428
20:40:14.066785 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 491233, win 24368, options [nop,nop,TS val 829839 ecr 1049822,mptcp dss ack 1970853334], length 0
20:40:14.067049 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 491233, win 24368, options [nop,nop,TS val 829839 ecr 1049822,mptcp dss ack 1970853334], length 0
20:40:14.159616 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 484093, win 24368, options [nop,nop,TS val 829217 ecr 1049242,mptcp dss ack 1970853334], length 0
20:40:14.241498 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 491233:492661, ack 0, win 4017, options [nop,nop,TS val 1050074 ecr 828576,mptcp dss ack 4241485850 seq 1970960434 subseq 491233 len 1428 csum 0xe6ab], length 1428
20:40:14.249160 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 492661, win 24368, options [nop,nop,TS val 830022 ecr 1050074,mptcp dss ack 1970853334], length 0
20:40:14.249451 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 492661, win 24368, options [nop,nop,TS val 830022 ecr 1050074,mptcp dss ack 1970853334], length 0
20:40:14.322359 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 485521, win 24368, options [nop,nop,TS val 829372 ecr 1049459,mptcp dss ack 1970853334], length 0
20:40:14.398411 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 486949, win 24368, options [nop,nop,TS val 829451 ecr 1049461,mptcp dss ack 1970853334], length 0
20:40:14.457463 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 488377, win 24368, options [nop,nop,TS val 829570 ecr 1049666,mptcp dss ack 1970853334], length 0
20:40:14.503203 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 489805, win 24368, options [nop,nop,TS val 829685 ecr 1049666,mptcp dss ack 1970853334], length 0
20:40:14.623494 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 491233, win 24368, options [nop,nop,TS val 829839 ecr 1049822,mptcp dss ack 1970853334], length 0
20:40:14.680869 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 492661:494089, ack 0, win 4017, options [nop,nop,TS val 1050695 ecr 829217,mptcp dss ack 4241485850 seq 1970974714 subseq 492661 len 1428 csum 0xb4bd], length 1428
20:40:14.684595 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 494089, win 24368, options [nop,nop,TS val 830460 ecr 1050695,mptcp dss ack 1970853334], length 0
20:40:14.684867 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 494089, win 24368, options [nop,nop,TS val 830460 ecr 1050695,mptcp dss ack 1970853334], length 0
20:40:14.789558 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 492661, win 24368, options [nop,nop,TS val 830022 ecr 1050074,mptcp dss ack 1970853334], length 0
20:40:14.862163 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 494089:495517, ack 0, win 4017, options [nop,nop,TS val 1050857 ecr 829372,mptcp dss ack 4241485850 seq 1970980426 subseq 494089 len 1428 csum 0xfc5c], length 1428
20:40:14.865791 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 495517, win 24368, options [nop,nop,TS val 830641 ecr 1050857,mptcp dss ack 1970853334], length 0
20:40:14.866080 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 495517, win 24368, options [nop,nop,TS val 830641 ecr 1050857,mptcp dss ack 1970853334], length 0
20:40:14.947942 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 495517:496945, ack 0, win 4017, options [nop,nop,TS val 1050933 ecr 829451,mptcp dss ack 4241485850 seq 1970986138 subseq 495517 len 1428 csum 0xb3ea], length 1428
20:40:14.977187 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 496945, win 24368, options [nop,nop,TS val 830739 ecr 1050933,mptcp dss ack 1970853334], length 0
20:40:14.977397 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 496945, win 24368, options [nop,nop,TS val 830739 ecr 1050933,mptcp dss ack 1970853334], length 0
20:40:15.056179 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 496945:498373, ack 0, win 4017, options [nop,nop,TS val 1050992 ecr 829570,mptcp dss ack 4241485850 seq 1970988994 subseq 496945 len 1428 csum 0xfbae], length 1428
20:40:15.061083 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 498373, win 24368, options [nop,nop,TS val 830837 ecr 1050992,mptcp dss ack 1970853334], length 0
20:40:15.061330 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 498373, win 24368, options [nop,nop,TS val 830837 ecr 1050992,mptcp dss ack 1970853334], length 0
20:40:15.116649 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 498373:499801, ack 0, win 4017, options [nop,nop,TS val 1051038 ecr 829685,mptcp dss ack 4241485850 seq 1970993278 subseq 498373 len 1428 csum 0x142d], length 1428
20:40:15.158278 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 499801, win 24368, options [nop,nop,TS val 830913 ecr 1051038,mptcp dss ack 1970853334], length 0
20:40:15.158567 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 499801, win 24368, options [nop,nop,TS val 830913 ecr 1051038,mptcp dss ack 1970853334], length 0
20:40:15.197790 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 499801:501229, ack 0, win 4017, options [nop,nop,TS val 1051038 ecr 829685,mptcp dss ack 4241485850 seq 1970994706 subseq 499801 len 1428 csum 0x4257], length 1428
20:40:15.237751 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 501229, win 24368, options [nop,nop,TS val 831014 ecr 1051038,mptcp dss ack 1970853334], length 0
20:40:15.237992 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 501229, win 24368, options [nop,nop,TS val 831014 ecr 1051038,mptcp dss ack 1970853334], length 0
20:40:15.258404 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 494089, win 24368, options [nop,nop,TS val 830460 ecr 1050695,mptcp dss ack 1970853334], length 0
20:40:15.333731 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 501229:502657, ack 0, win 4017, options [nop,nop,TS val 1051158 ecr 829839,mptcp dss ack 4241485850 seq 1970998990 subseq 501229 len 1428 csum 0xfa5a], length 1428
20:40:15.356404 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 502657, win 23940, options [nop,nop,TS val 831132 ecr 1051158,mptcp dss ack 1970916166], length 0
20:40:15.356644 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 502657, win 23940, options [nop,nop,TS val 831132 ecr 1051158,mptcp dss ack 1970916166], length 0
20:40:15.392436 IP 112.26.1.1.37653 > 112.26.1.8.42049: Flags [.], seq 502657:504085, ack 0, win 4017, options [nop,nop,TS val 1051324 ecr 830022,mptcp dss ack 4241485850 seq 1971003274 subseq 502657 len 1428 csum 0x9ca8], length 1428
20:40:15.434173 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 504085, win 23940, options [nop,nop,TS val 831210 ecr 1051324,mptcp dss ack 1970916166], length 0
20:40:15.434414 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 504085, win 23940, options [nop,nop,TS val 831210 ecr 1051324,mptcp dss ack 1970916166], length 0
20:40:15.486479 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 495517, win 24368, options [nop,nop,TS val 830641 ecr 1050857,mptcp dss ack 1970853334], length 0
20:40:15.574573 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 496945, win 24368, options [nop,nop,TS val 830739 ecr 1050933,mptcp dss ack 1970853334], length 0
20:40:15.653051 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 498373, win 24368, options [nop,nop,TS val 830837 ecr 1050992,mptcp dss ack 1970853334], length 0
20:40:15.724227 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 499801, win 24368, options [nop,nop,TS val 830913 ecr 1051038,mptcp dss ack 1970853334], length 0
20:40:15.837471 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 501229, win 24368, options [nop,nop,TS val 831014 ecr 1051038,mptcp dss ack 1970853334], length 0
